rollout_id,sequence_id,frame_id,object_id,step,status,mode,score,runtime_s,bbox_area_fraction,bbox_center_x_fraction,bbox_center_y_fraction,visibility_fraction,translation_jump_m,rotation_jump_deg,pose_error_m,rotation_error_deg,translation_error_m,prediction_object_to_camera,target_object_to_camera,error,bbox_area_ratio,visible_area_ratio,translation_delta,rotation_delta_deg,nearest_reference_angle,sharpness_score,num_instances,max_bbox_overlap
000050:natural,000050,620,5,0,ok,global,0.999980092048645,10.09858257399901,0.06110677083333333,0.66875,0.5010416666666667,0.9975559557499357,,,0.030010194804428007,3.598228522424209,0.030201584247496235,"[[-0.49506083882386304, -0.8676775901732344, -0.04528096039376224, 0.09336841851472855], [-0.3116370803239195, 0.22597211580982474, -0.9229403735039517, -0.007839995436370373], [0.8110469135815728, -0.4428004091999008, -0.3822704560676956, 0.8747584819793701], [0.0, 0.0, 0.0, 1.0]]","[[-0.498100657582782, -0.8665146859132874, -0.0323641602893948, 0.09152630484619438], [-0.3658601958685321, 0.24385419522096488, -0.8981543448313091, -0.005030954678532485], [0.7861563691543989, -0.43553062452667646, -0.438487353909642, 0.8447442920300875], [0.0, 0.0, 0.0, 1.0]]",,0.06110677083333333,0.05048828125,nan,nan,nan,1712.5133764389018,5,0.44131214761660686
000050:natural,000050,623,5,1,ok,local,0.999990701675415,0.14164295199589105,0.06110677083333333,0.6703125,0.4947916666666667,0.9973751600512164,0.004663522769370777,1.3370453490794862,0.028521222467560385,2.8388759307175557,0.02855900386282302,"[[-0.485515027884663, -0.8728784938019255, -0.04856225649860889, 0.09400519728660583], [-0.32876868284024335, 0.23377541849036967, -0.9150192385371705, -0.011254529468715191], [0.8100532765699092, -0.42828984200858017, -0.40047659151393533, 0.8716465830802917], [0.0, 0.0, 0.0, 1.0]]","[[-0.4987908265464417, -0.8662270568096195, -0.02929826945869031, 0.09190179285488573], [-0.36872469469617153, 0.24266831633283967, -0.8973041220820287, -0.007660465450104367], [0.784378303037749, -0.43676405242015176, -0.4404400956946086, 0.843392820582821], [0.0, 0.0, 0.0, 1.0]]",,0.06110677083333333,0.050712890625,0.0029802337517819454,0.22025797557554513,nan,1461.8659708716448,5,0.4447632711621234
000050:natural,000050,629,5,2,ok,local,0.9999861717224121,0.14035089300159598,0.062161458333333336,0.67578125,0.48125,0.9912895284983905,0.006614524950394719,1.6618295036282125,0.028636468463811623,3.456436899232333,0.02886215468367203,"[[-0.5082528339370848, -0.8601671480729476, -0.042326518531241364, 0.09772749990224838], [-0.3175268872871007, 0.23285140247788177, -0.9192153720504507, -0.01568490080535412], [0.8005346542434553, -0.4537540101642478, -0.3914735822698335, 0.868442177772522], [0.0, 0.0, 0.0, 1.0]]","[[-0.5026429990708048, -0.8640140650254801, -0.028792582554153342, 0.09463464037562826], [-0.371354845291308, 0.24587339272051112, -0.8953445454437338, -0.012353975161669407], [0.7806694169262356, -0.4393459834263583, -0.44444228757096027, 0.8399401931523407], [0.0, 0.0, 0.0, 1.0]]",,0.062161458333333336,0.051123046875,0.00643569150580484,0.36112681598817525,nan,1480.1351675031765,5,0.4457525626712676
000050:natural,000050,633,5,3,ok,local,0.9999593496322632,0.143929976002255,0.06322265625,0.6859375,0.4739583333333333,0.9958088327286375,0.0066835956666239475,0.7827933419839423,0.026596135568612435,3.649143239627165,0.02674451100917289,"[[-0.49652802318657596, -0.867052128462398, -0.040994252270953324, 0.10232983529567719], [-0.3208857595261156, 0.22723104564505617, -0.9194554808300387, -0.01806964911520481], [0.8065309984890708, -0.4433809405284329, -0.3910512626911507, 0.8642229437828064], [0.0, 0.0, 0.0, 1.0]]","[[-0.5008010865280849, -0.8651673845786279, -0.026145915858493317, 0.09917537148680054], [-0.3756348251236774, 0.2444512986035535, -0.8939471017821067, -0.015301314627787672], [0.7798049190649785, -0.43786802838088507, -0.44740848094108177, 0.8378097926765102], [0.0, 0.0, 0.0, 1.0]]",,0.06322265625,0.05181966145833333,0.00581752998616465,0.28670160451230586,nan,1706.7048941458797,5,0.4329948728259777
000050:natural,000050,640,5,4,ok,local,0.9999980926513672,0.14446033599961083,0.06322265625,0.703125,0.47604166666666664,0.9973940559657505,0.010136943297054625,1.884867639311302,0.024898816922871412,2.0083058728471603,0.024954612982845594,"[[-0.49880049663943804, -0.8652780286030222, -0.04991991355278462, 0.11202427744865417], [-0.34152150037844703, 0.24915790379375388, -0.9062468779291641, -0.01813657023012638], [0.7965934529805676, -0.43498766901369773, -0.4197911367269747, 0.8612613677978516], [0.0, 0.0, 0.0, 1.0]]","[[-0.5005510650674392, -0.8650958395191037, -0.03252144815586123, 0.1081379098048262], [-0.37298379334465304, 0.24940767068309638, -0.8936888438843916, -0.014230710395343191], [0.7812370182515922, -0.4352066814942688, -0.4475084208901303, 0.8369226514263656], [0.0, 0.0, 0.0, 1.0]]",,0.06322265625,0.052327473958333336,0.009069746750726526,0.3694043266352151,nan,1693.86513559157,5,0.4570653811388973
000050:natural,000050,642,5,5,ok,local,0.9999872446060181,0.14714580799773103,0.06322265625,0.70625,0.4739583333333333,0.9975147561354458,0.0018098466440758577,0.9547348088085411,0.02644035861390982,2.711901299911726,0.02662956264998669,"[[-0.5075087665915183, -0.8604152269277918, -0.04604876875174721, 0.11244585365056992], [-0.33104528494533303, 0.2440476101317131, -0.9115096177794628, -0.018724462017416954], [0.7955148465919533, -0.44735489408275747, -0.408692705577168, 0.862920343875885], [0.0, 0.0, 0.0, 1.0]]","[[-0.4991140563693886, -0.865969237860985, -0.03132884705180525, 0.1094648688989375], [-0.3744779985413881, 0.2481575014418678, -0.8934114439114554, -0.01504847790241097], [0.7814405931582779, -0.43418208700828037, -0.4481459606503615, 0.8367147246764399], [0.0, 0.0, 0.0, 1.0]]",,0.06322265625,0.052262369791666666,0.0015725131689099416,0.1389181927195145,nan,1845.9703189510572,5,0.44981412639405205
000050:natural,000050,644,5,6,ok,local,0.9999872446060181,0.14256883499911055,0.064033203125,0.70703125,0.471875,0.9988875154511743,0.0015344834076411323,0.22767929817816732,0.025643657093229764,2.938979748842367,0.02584775439874007,"[[-0.5091339360953547, -0.8594603354424415, -0.04594090679576845, 0.11233532428741455], [-0.3279228595013706, 0.24305510356659824, -0.9129024125538687, -0.019551008939743042], [0.795769585578951, -0.4497245250499423, -0.40558429239321875, 0.861632227897644], [0.0, 0.0, 0.0, 1.0]]","[[-0.5000500741156868, -0.8654690634620339, -0.030222095732684896, 0.10975114863330386], [-0.37497028074860395, 0.2478441810172381, -0.893292283006177, -0.015775770478784562], [0.7806061353673395, -0.4353586661043419, -0.44845991687738745, 0.8361925734540556], [0.0, 0.0, 0.0, 1.0]]",,0.064033203125,0.052610677083333335,0.0009399747214656539,0.11099901099336948,nan,1778.8650849539265,5,0.46032934131736525
000050:natural,000050,651,5,7,ok,local,0.9999948740005493,0.14572310400399147,0.06591796875,0.71796875,0.4625,0.9969493593654668,0.007569406419508822,0.6363833286074955,0.02491551608700952,2.8730112537518386,0.025141297637216405,"[[-0.5163021924943266, -0.8554377924713791, -0.040721360945413086, 0.11823779344558716], [-0.3328807806411934, 0.24426716151508174, -0.9107820483985589, -0.022685037925839424], [0.7890642761557901, -0.45668341005236907, -0.41087447119245424, 0.8580777049064636], [0.0, 0.0, 0.0, 1.0]]","[[-0.5009382514516819, -0.8650670065754399, -0.02682610070780352, 0.11504379958254797], [-0.3782328793731128, 0.2466936922926899, -0.8922347901709674, -0.019484092543307886], [0.778460332723261, -0.4368080260234412, -0.4507750505503472, 0.8333464049255888], [0.0, 0.0, 0.0, 1.0]]",,0.06591796875,0.05319010416666667,0.007061478733041709,0.2468800907524884,nan,1727.3053136995939,5,0.45095168374816985
000050:natural,000050,653,5,8,ok,local,0.9999953508377075,0.1411859999934677,0.066181640625,0.72265625,0.46145833333333336,0.9923329682365827,0.003328307033191721,0.5967207574909869,0.02289208430608979,3.2164873337593156,0.02310933632168214,"[[-0.5117186899125421, -0.8581950609634421, -0.04056130831402089, 0.12024227529764175], [-0.3270007167563566, 0.238204716992308, -0.9145102755264386, -0.02240060269832611], [0.7944900966248859, -0.4547084232126869, -0.4025242057621024, 0.8554359674453735], [0.0, 0.0, 0.0, 1.0]]","[[-0.5010254904937697, -0.8649959861210629, -0.02745992637432981, 0.11706406270127998], [-0.37751232217985686, 0.24699542128760563, -0.8924559642613427, -0.019463088747616146], [0.7787531384362953, -0.4367769711989665, -0.4502980628181747, 0.832735496046957], [0.0, 0.0, 0.0, 1.0]]",,0.066181640625,0.0530859375,0.002110714070245752,0.07568086105866334,nan,1886.599561707272,5,0.4443249058633674
000050:natural,000050,660,5,9,ok,local,0.9999967813491821,0.14648661100363825,0.06699869791666667,0.7359375,0.46770833333333334,0.9970426700464723,0.006336471795186023,1.4204717534456097,0.021802996085459377,1.8972044024189365,0.02188350048042041,"[[-0.5017680943432612, -0.8640653889811815, -0.04024652859478465, 0.12595371901988983], [-0.34696538209574285, 0.24366938154846973, -0.9056711633495568, -0.020230157300829887], [0.792365952780839, -0.44047274156363564, -0.4220662990729394, 0.853756844997406], [0.0, 0.0, 0.0, 1.0]]","[[-0.5023790871670148, -0.8642288055165016, -0.026900090474134657, 0.12381189808070231], [-0.3766930355884219, 0.24676494575817265, -0.8928656167041931, -0.017337059765930595], [0.7782778913871853, -0.43842457701118787, -0.4495192082465777, 0.8321714290182182], [0.0, 0.0, 0.0, 1.0]]",,0.06699869791666667,0.05377604166666667,0.007097284914082347,0.12928802613595472,nan,1770.4101756020063,5,0.4913030803614809
